"","Destination","Origin","originLat","originLong","destLat","destLong","midpointX","midpointY","MeanRating","MeanPercent","MaxRating","MaxPercent","MinRating","TotalN"
"194","Poland","Peru",-9.189967,-75.015152,51.919438,19.145136,-69.1818704549801,0.850916808755695,3.5,70,3.5,70,3.5,1
"195","Poland","Venezuela",6.42375,-66.58973,51.919438,19.145136,-60.6674929126622,15.6591537649628,3.75,70,3.75,70,3.75,1
"196","Portugal","Belize",17.189877,-88.49765,39.399872,-8.224454,-82.2184145239157,25.2674992939625,2.75,76,2.75,76,2.75,1
"197","Portugal","Jamaica",18.109581,-77.297508,39.399872,-8.224454,-71.5169513958876,25.7521766156423,3,76,3,76,3,1
"198","Portugal","Venezuela",6.42375,-66.58973,39.399872,-8.224454,-61.785456399442,14.2659462517556,2.5,76,2.5,76,2.5,1
"199","Puerto Rico","Dominican Republic",18.735693,-70.162651,18.220833,-66.590149,-68.6814743299011,20.4087957953566,2.75,75,2.75,80,2.75,2
"200","Russia","Ecuador",-1.831239,-78.183406,61.52401,105.318756,-68.8592766352061,10.4520918163536,3.25,70,3.25,70,3.25,1
"201","Singapore","Ecuador",-1.831239,-78.183406,1.352083,103.819836,-68.616984084083,8.61142624262859,3.5,75,3.5,75,3.5,1
"202","Singapore","Madagascar",-18.766947,46.869107,1.352083,103.819836,52.0507650859224,-11.6321414676974,2.75,70,2.75,70,2.75,1
"203","Singapore","Tanzania",-6.369028,34.888822,1.352083,103.819836,40.8173588035189,0.552851724456771,3.75,67,3.75,67,3.75,1
"204","South Africa","Ecuador",-1.831239,-78.183406,-30.559482,22.937506,-69.7174641407609,6.6777492796479,2.5,72,2.5,72,2.5,1
"205","South Africa","Madagascar",-18.766947,46.869107,-30.559482,22.937506,43.6846771445261,-15.0207795088283,3,70,3,70,3,1
"206","South Africa","Uganda",1.373333,32.290275,-30.559482,22.937506,32.4291696617783,5.1507578056041,2.5,70,2.5,70,2.5,1
"207","South Korea","Costa Rica",9.748917,-83.753428,35.907757,127.766922,-73.3689929458371,21.6339543909469,3.25,70,3.25,70,3.25,3
"208","South Korea","Malaysia",4.210484,101.975766,35.907757,127.766922,104.009041610526,10.7801438663221,3.5,70,3.5,70,3.5,1
"209","South Korea","Vietnam",14.058324,108.277199,35.907757,127.766922,110.201767510059,19.7537911200238,2.75,70,2.75,70,2.75,1
"210","Spain","Congo [DRC]",-4.038333,21.758664,40.463667,-3.74922,17.1495330786294,2.85388974342242,3.5,76,3.5,82,3.5,2
"211","Spain","Ecuador",-1.831239,-78.183406,40.463667,-3.74922,-72.7668161118814,6.9395882341843,2.9375,74.25,3.75,85,2.5,4
"212","Spain","Fiji",-16.578193,179.414413,40.463667,-3.74922,167.892730235332,-5.06776142306385,3,76,3,76,3,1
"213","Spain","Ghana",7.946527,-1.023194,40.463667,-3.74922,-2.73232650868179,13.2821123210489,3,77.5,3,85,3,2
"214","Spain","Grenada",12.262776,-61.604171,40.463667,-3.74922,-56.6411522518015,19.8539306862072,2.875,71,3.25,71,2.5,2
"215","Spain","Madagascar",-18.766947,46.869107,40.463667,-3.74922,40.2246877163553,-10.4524739774967,3.5,71,3.5,71,3.5,2
"216","Spain","Mexico",23.634501,-102.552784,40.463667,-3.74922,-95.4716489174456,32.0932800156314,3.75,70.3333333333333,4,71,3.25,3
"217","Spain","Papua New Guinea",-6.314993,143.95555,40.463667,-3.74922,133.587765268148,4.0457773477441,4,71,4,71,4,1
"218","Spain","Sao Tome & Principe",-0.006949,6.522309,40.463667,-3.74922,3.6977442615756,6.13485702272852,3.25,80,3.25,80,3.25,1
"219","Spain","Venezuela",6.42375,-66.58973,40.463667,-3.74922,-61.546517999243,14.4660334460718,3.5,73,3.5,77,3.5,3
"220","Sweden","Brazil",-14.235004,-51.92528,60.128161,18.643501,-48.0707398074216,-4.38217567382747,3,70,3,70,3,1
"221","Sweden","Madagascar",-18.766947,46.869107,60.128161,18.643501,42.1661151593697,-10.2807465009377,3.5,72,3.5,72,3.5,1
"222","Sweden","Peru",-9.189967,-75.015152,60.128161,18.643501,-69.503145529721,1.11526883275535,3,70,3,70,3,1
"223","Sweden","Sri Lanka",7.873054,80.771797,60.128161,18.643501,73.4034329386343,16.20017871575,2.75,70,2.75,70,2.75,1
"224","Sweden","Venezuela",6.42375,-66.58973,60.128161,18.643501,-60.9809106924219,15.9553634003194,3,70,3,70,3,1
"225","Switzerland","Bolivia",-16.290154,-63.588653,46.818188,8.227512,-59.1794845328765,-6.79453648407427,3.5,68,4,70,3,4
"226","Switzerland","Brazil",-14.235004,-51.92528,46.818188,8.227512,-48.2624832228037,-5.15572923754099,2.75,71.5,2.75,75,2.75,2
"227","Switzerland","Congo [DRC]",-4.038333,21.758664,46.818188,8.227512,18.5191410018002,2.76702786238976,3,70,3,70,3,1
"228","Switzerland","Dominican Republic",18.735693,-70.162651,46.818188,8.227512,-64.0928853771543,27.0186371067097,3,74,3,74,3,1
"229","Switzerland","Ecuador",-1.831239,-78.183406,46.818188,8.227512,-72.3318295424342,7.54463580908074,3.75,72,4,72,3.5,2
"230","Switzerland","Grenada",12.262776,-61.604171,46.818188,8.227512,-56.1695821065092,20.5573333626645,3.5,58,3.5,58,3.5,1
"231","Switzerland","India",20.593684,78.96288,46.818188,8.227512,71.6483481404592,27.9553975757177,3.25,72,3.25,72,3.25,1
"232","Switzerland","Indonesia",-0.789275,113.921327,46.818188,8.227512,104.771053797986,8.52483031933415,3.625,69.5,3.75,75,3.5,2
"233","Switzerland","Madagascar",-18.766947,46.869107,46.818188,8.227512,41.1847696390122,-10.5142142367154,2.91666666666667,67.6666666666667,3,75,2.75,3
"234","Switzerland","Papua New Guinea",-6.314993,143.95555,46.818188,8.227512,133.756306847156,3.961201200319,2.75,68,2.75,68,2.75,1
"235","Switzerland","Peru",-9.189967,-75.015152,46.818188,8.227512,-69.6047887987926,0.370374739690295,3,75,3,75,3,1
"236","Switzerland","Venezuela",6.42375,-66.58973,46.818188,8.227512,-61.0820943351098,15.127419088608,3.578125,72.5625,4,88,3,16
"237","United Kingdom","Brazil",-14.235004,-51.92528,55.378051,-3.435973,-49.5808032991355,-5.1985116034492,1.75,72,1.75,72,1.75,1
"238","United Kingdom","Colombia",4.570868,-74.297333,55.378051,-3.435973,-69.4345375508629,13.5766795578721,3.25,76.4,4,88,2.75,5
"239","United Kingdom","Congo [DRC]",-4.038333,21.758664,55.378051,-3.435973,17.2748587308827,3.55536435892197,3.75,72,3.75,72,3.75,1
"240","United Kingdom","Costa Rica",9.748917,-83.753428,55.378051,-3.435973,-78.1265331899893,18.8308025795873,3.25,72,3.25,72,3.25,1
"241","United Kingdom","Dominican Republic",18.735693,-70.162651,55.378051,-3.435973,-64.9848396251805,27.0230052327827,2.92857142857143,77.4285714285714,3.5,100,2.5,7
"242","United Kingdom","Ecuador",-1.831239,-78.183406,55.378051,-3.435973,-73.3363368186125,7.5323743662655,3.08333333333333,78.4166666666667,3.75,100,2.5,12
"243","United Kingdom","Grenada",12.262776,-61.604171,55.378051,-3.435973,-57.2632459784011,20.5594042978791,2.95,70.2,3.5,75,2.25,5
"244","United Kingdom","Guatemala",15.783471,-90.230759,55.378051,-3.435973,-84.0697165561568,24.8173997987348,4,70,4,70,4,1
"245","United Kingdom","Haiti",18.971187,-72.285215,55.378051,-3.435973,-66.9733807190539,27.3162902524128,4,72,4,72,4,1
"246","United Kingdom","Honduras",15.199999,-86.241905,55.378051,-3.435973,-80.2984946066981,24.1378791508197,3.25,76,3.75,80,2.75,2
"247","United Kingdom","Indonesia",-0.789275,113.921327,55.378051,-3.435973,104.213543666642,9.13619486013987,3.0625,78.25,3.75,100,2.25,4
"248","United Kingdom","Jamaica",18.109581,-77.297508,55.378051,-3.435973,-71.7329584049411,26.6511805446231,3.25,71,3.75,72,2.75,2
"249","United Kingdom","Madagascar",-18.766947,46.869107,55.378051,-3.435973,40.3204608275503,-9.8594985625773,3,72.1111111111111,3.5,80,2.25,9
"250","United Kingdom","Malaysia",4.210484,101.975766,55.378051,-3.435973,92.7610792723448,13.6509602050434,3.125,72.5,3.25,73,3,2
"251","United Kingdom","Nicaragua",12.865416,-85.207229,55.378051,-3.435973,-79.3938499793578,21.8664500877263,3.35,71.8,3.75,76,2.75,5
"252","United Kingdom","Panama",8.537981,-80.782127,55.378051,-3.435973,-75.3673895248336,17.579864744872,3.125,71.5,3.5,72,2.75,4
"253","United Kingdom","Peru",-9.189967,-75.015152,55.378051,-3.435973,-70.6833703630313,0.351254507179465,2.90625,73.125,3.75,100,2.5,8
"254","United Kingdom","Saint Lucia",13.909444,-60.978893,55.378051,-3.435973,-56.6065662529638,22.1138300053579,2.95833333333333,73.6666666666667,4,100,1.75,6
"255","United Kingdom","Sao Tome",-0.006949,6.522309,55.378051,-3.435973,3.68389217433062,6.88424176278937,3,72,3,72,3,1
"256","United Kingdom","Tanzania",-6.369028,34.888822,55.378051,-3.435973,29.2068021633749,1.71344149381001,2.75,75,2.75,75,2.75,1
"257","United Kingdom","Trinidad",10.536421,-61.311951,55.378051,-3.435973,-57.0722369883717,18.8980191493134,3.08333333333333,72.3333333333333,3.25,75,3,3
"258","United Kingdom","Uganda",1.373333,32.290275,55.378051,-3.435973,26.7805045606742,9.03866915371341,2.5,80,2.5,80,2.5,1
"259","United Kingdom","Venezuela",6.42375,-66.58973,55.378051,-3.435973,-62.1619697968556,15.1223691588064,2.95454545454545,75.8181818181818,3.75,100,1.75,11
"260","United Kingdom","Vietnam",14.058324,108.277199,55.378051,-3.435973,99.0876034006985,23.295632999096,3.375,76,3.5,80,3.25,2
"261","United States","Belize",17.189877,-88.49765,37.09024,-95.712891,-90.8768433506296,21.850127952957,3.27777777777778,73.1388888888889,4,90,2.75,36
"262","United States","Bolivia",-16.290154,-63.588653,37.09024,-95.712891,-68.7794098637786,-8.75983776059339,3.14864864864865,71.7297297297297,4,87,2,37
"263","United States","Brazil",-14.235004,-51.92528,37.09024,-95.712891,-58.1047926136817,-6.46127447446166,3.32894736842105,71.9473684210526,4,85,2.75,19
"264","United States","Colombia",4.570868,-74.297333,37.09024,-95.712891,-78.5619044079455,10.6553073236013,3.2,71.6,3.5,76,2.75,5
"265","United States","Congo [DRC]",-4.038333,21.758664,37.09024,-95.712891,12.3982446145599,5.34729049686948,3,70,3.25,75,2.75,2
"266","United States","Costa Rica",9.748917,-83.753428,37.09024,-95.712891,-86.8488080547671,15.1572895321823,3.16304347826087,71.6521739130435,4,82,2,23
"267","United States","Dominican Republic",18.735693,-70.162651,37.09024,-95.712891,-74.855614204987,23.9659520246544,3.17633928571429,71.8214285714286,3.75,90,2.25,112
"268","United States","Ecuador",-1.831239,-78.183406,37.09024,-95.712891,-81.9382131751305,4.49501819631409,3.22916666666667,72.5972222222222,4,100,2,72
"269","United States","Fiji",-16.578193,179.414413,37.09024,-95.712891,166.03263982807,-3.21833419924787,2.875,71.5,3.25,73,2.5,2
"270","United States","Ghana",7.946527,-1.023194,37.09024,-95.712891,-9.29544096058316,16.2043382957185,2.9875,70.6,4,84,1.5,20
"271","United States","Grenada",12.262776,-61.604171,37.09024,-95.712891,-67.0305016293358,18.2803007791672,3.375,71.5,3.5,75,3.25,2
"272","United States","Guatemala",15.783471,-90.230759,37.09024,-95.712891,-92.2937388175216,20.4756008607728,3.30769230769231,72.1538461538462,3.75,77,2.75,13
"273","United States","Haiti",18.971187,-72.285215,37.09024,-95.712891,-76.796043628441,24.1008224423582,3,67.5,3.25,70,2.75,2
"274","United States","Honduras",15.199999,-86.241905,37.09024,-95.712891,-88.9945301199105,20.1137043807617,3.375,73.7,3.75,80,2.5,10
"275","United States","Indonesia",-0.789275,113.921327,37.09024,-95.712891,102.33162244529,10.7723995221917,2.8,70,3.25,75,2.5,5
"276","United States","Jamaica",18.109581,-77.297508,37.09024,-95.712891,-81.3163956142957,23.1235417879144,3.02083333333333,71,3.75,80,2,12
"277","United States","Liberia",6.428055,-9.429499,37.09024,-95.712891,-17.4663237981812,14.4953517817152,3.08333333333333,70.6666666666667,3.25,72,2.75,3
"278","United States","Madagascar",-18.766947,46.869107,37.09024,-95.712891,36.4145927009195,-8.23463195285644,3.2280701754386,70.9298245614035,4,82,2.5,57
"279","United States","Mexico",23.634501,-102.552784,37.09024,-95.712891,-102.031460545873,27.9716398313211,2.775,71.9,3.5,77,2.5,10
"280","United States","Nicaragua",12.865416,-85.207229,37.09024,-95.712891,-88.1067550629128,17.9964989918338,3.09259259259259,72.6296296296296,4,80,2,27
"281","United States","Nigeria",9.081999,8.675277,37.09024,-95.712891,0.132286553282452,17.5846506348111,3.25,65,3.25,65,3.25,1
"282","United States","Panama",8.537981,-80.782127,37.09024,-95.712891,-84.2846484012587,14.1401621919696,3.5,75,3.5,75,3.5,1
"283","United States","Papua New Guinea",-6.314993,143.95555,37.09024,-95.712891,131.56056536496,6.05909921918459,3.38461538461538,69.5384615384615,4,73,2.75,13
"284","United States","Peru",-9.189967,-75.015152,37.09024,-95.712891,-79.0932600827405,-2.36337018230059,3.09539473684211,70.7236842105263,4,90,2,76
"285","United States","Philippines",12.879721,121.774017,37.09024,-95.712891,110.453418001588,24.2362318622575,2.875,71.75,3.75,77,2.5,4
"286","United States","Puerto Rico",18.220833,-66.590149,37.09024,-95.712891,-71.5662323940226,23.6292032212721,2.5,67.5,2.75,70,2.25,2
"287","United States","Solomon Islands",-9.64571,160.156194,37.09024,-95.712891,147.338135582315,3.15420012676239,3.5,73,3.5,73,3.5,1
"288","United States","Tanzania",-6.369028,34.888822,37.09024,-95.712891,25.0804811009618,3.44680576565128,3.20833333333333,71.3333333333333,3.75,75,2.5,18
"289","United States","Trinidad",10.536421,-61.311951,37.09024,-95.712891,-66.7775642966056,16.6775149730798,3.23076923076923,69.3846153846154,3.75,75,2.5,13
"290","United States","Uganda",1.373333,32.290275,37.09024,-95.712891,22.7858461483197,10.8442294527658,2.95,68.4,3.75,73,2.5,5
"291","United States","Venezuela",6.42375,-66.58973,37.09024,-95.712891,-71.6423671992065,12.649415235901,3.09246575342466,72.3561643835616,4,91,2,73
"292","United States","Vietnam",14.058324,108.277199,37.09024,-95.712891,97.3021347423405,25.0599782819746,3.25,75.125,3.75,80,2.75,8
